institute_id,institute_nm,institute_info,institute_url,address,enroll_link
I00001,Lavner Education,Lavner Education,https://www.lavnercampsandprograms.com/location/dallas-tx-summer-camps-tech-camps-hockaday-school/#Calendar,"11600 Welch Rd, Dallas, TX 75229",https://www.ultracamp.com/clientlogin.aspx?idCamp=628&campCode=lcp&_gl=1*2lw9r2*_gcl_aw*R0NMLjE3NDUyOTA2MTYuQ2owS0NRancyWmZBQmhEQkFSSXNBSEZUeEd4MlF3a0g2VWlUeG1TblIwNVlGeVJpZ09zOU9FT29tNWFCeDNXOXVQalItaHBHeHdoQVpNVWFBaDh0RUFMd193Y0I.*_gcl_au*MTIwNzM0NjkzMC4xNzQ1MjkwNTk5*_ga*MTQyNDY0NjU4MS4xNzQ1MjkwNjAw*_ga_W0KTX9ZVPG*MTc0NTI5MzYwMy4yLjEuMTc0NTI5MzY3MS42MC4wLjA.&_ga=2.104910403.1325563184.1745290600-1424646581.1745290600&_gac=1.258939512.1745290600.Cj0KCQjw2ZfABhDBARIsAHFTxGx2QwkH6UiTxmSnR05YFyRigOs9OEOom5aBx3W9uPjR-hpGxwhAZMUaAh8tEALw_wcB
